Name_Description	GTEX-1117F-0226-SM-5GZZ7	GTEX-1117F-0426-SM-5EGHI	GTEX-1117F-0526-SM-5EGHJ
ENSG00000136146.14_MED4	1268	1368	1419
ENSG00000229111.1_MED4-AS1	0	0	1
ENSG00000224510.2_POLR2KP2	0	0	0
ENSG00000136156.12_ITM2B	30985	16426	20583
ENSG00000231473.2_LINC00441	21	10	26
ENSG00000139687.13_RB1	1485	1595	1489
ENSG00000238086.5_PPP1R26P1	30	2	10
ENSG00000177197.7_PCNPP5	0	3	10
ENSG00000277684.1_RP11-305D15.8	0	0	0
ENSG00000139679.15_LPAR6	1598	364	765
ENSG00000277233.1_Metazoa_SRP	3	0	0
ENSG00000136161.12_RCBTB2	684	131	460
ENSG00000274929.1_RP11-165D7.5	23	2	8
ENSG00000233456.1_LINC01077	0	0	0
ENSG00000233610.1_LINC00462	0	0	0
ENSG00000152207.7_CYSLTR2	24	0	24
ENSG00000225131.2_PSME2P2	38	16	26
ENSG00000275202.1_RP11-156K23.3	90	38	60
ENSG00000102531.16_FNDC3A	3784	1076	2835
ENSG00000201662.1_RNU6-60P	0	0	0
ENSG00000223724.1_RAD17P2	0	0	3
ENSG00000199788.1_RNY3P2	0	0	0
ENSG00000235957.1_COX7CP1	1	16	14
ENSG00000231665.1_OGFOD1P1	1	0	0
ENSG00000102539.5_MLNR	0	0	0
ENSG00000274351.1_RP11-203I16.7	5	0	1
ENSG00000102543.14_CDADC1	515	134	458
ENSG00000102547.18_CAB39L	2805	273	2084
ENSG00000136169.16_SETDB2	1401	227	537
ENSG00000236577.1_SNRPGP14	7	0	5
ENSG00000136147.17_PHF11	1997	462	1720
ENSG00000136144.11_RCBTB1	1157	661	615
ENSG00000176882.5_RP11-432M24.4	0	0	0
ENSG00000152213.3_ARL11	44	4	13
ENSG00000123179.13_EBPL	669	124	693
ENSG00000102753.9_KPNA3	1862	5875	1356
ENSG00000276436.1_RP11-195L15.2	6	0	0
ENSG00000222148.1_RNY4P30	0	0	0
ENSG00000181358.3_CTAGE10P	0	2	0
ENSG00000200064.1_RNY4P9	0	0	0
ENSG00000123178.14_SPRYD7	527	963	628
ENSG00000231607.10_DLEU2	35	34	49
ENSG00000204977.9_TRIM13	2056	815	1513
ENSG00000264864.1_MIR3613	0	0	0
ENSG00000198553.8_KCNRG	46	53	35
ENSG00000208006.1_MIR16-1	0	0	0
ENSG00000283785.1_MIR15A	0	0	0
ENSG00000176124.11_DLEU1	33	10	83
ENSG00000214359.3_RPL18P10	0	0	1
ENSG00000274270.1_RP11-34F20.7	28	89	23
ENSG00000232150.3_ST13P4	7	12	14
ENSG00000223676.1_RPL34P26	1	1	1
ENSG00000229323.1_DLEU1-AS1	0	0	0
ENSG00000186047.9_DLEU7	16	2	2
ENSG00000237152.3_DLEU7-AS1	0	2	0
ENSG00000200711.1_RNA5SP28	0	0	0
ENSG00000233672.6_RNASEH2B-AS1	16	22	19
ENSG00000136104.19_RNASEH2B	967	523	762
ENSG00000123201.14_GUCY1B2	7	3	0
ENSG00000222920.1_RNA5SP29	0	0	0
ENSG00000226792.7_LINC00371	4	2	6
ENSG00000214878.2_RPL5P31	0	0	0
ENSG00000274652.1_RP11-457D13.4	0	0	0
ENSG00000271242.1_PRELID3BP2	0	0	0
ENSG00000150510.16_FAM124A	152	177	171
ENSG00000253309.6_SERPINE3	12	2	12
ENSG00000266072.1_MIR5693	0	0	0
ENSG00000102786.14_INTS6	1441	462	1401
ENSG00000236778.7_INTS6-AS1	80	88	98
ENSG00000224892.6_RPS4XP16	23	7	10
ENSG00000243900.3_RN7SL320P	0	0	0
ENSG00000229906.1_SNRPGP11	0	0	0
ENSG00000266611.1_MIR4703	0	0	0
ENSG00000252141.1_RNU6-65P	0	0	0
ENSG00000139668.8_WDFY2	2927	333	1795
ENSG00000242893.3_RN7SL413P	0	0	0
ENSG00000224451.2_ATP5F1P1	0	0	0
ENSG00000102796.10_DHRS12	1064	547	778
ENSG00000231856.2_RP11-327P2.5	174	182	148
ENSG00000281106.2_LINC00282	20	2	2
ENSG00000123171.6_CCDC70	0	2	2
ENSG00000232872.2_CTAGE3P	10	7	11
ENSG00000279677.1_RP11-327P2.6	0	0	0
ENSG00000123191.14_ATP7B	394	159	332
ENSG00000236044.1_FABP5P2	6	0	0
ENSG00000253710.2_ALG11	229	144	203
ENSG00000253797.2_UTP14C	365	258	532
ENSG00000197168.11_NEK5	65	12	31
ENSG00000273523.1_RP11-248G5.9	9	3	8
ENSG00000136098.16_NEK3	1247	441	989
ENSG00000243406.6_MRPS31P5	703	185	407
ENSG00000272281.6_TPTE2P2	4	0	0
ENSG00000271564.1_RP13-444H2.1	0	0	0
ENSG00000136114.15_THSD1	680	385	470
ENSG00000199605.1_RNY4P24	0	1	1
ENSG00000136100.12_VPS36	2695	1672	2472
ENSG00000278238.1_RP11-245D16.4	14	67	22
ENSG00000136108.14_CKAP2	365	223	153
ENSG00000235660.1_LINC00345	0	0	1
ENSG00000244471.5_RP11-78J21.4	0	0	0
ENSG00000280296.1_RP11-78J21.6	2	0	0
ENSG00000198384.8_TPTE2P3	1	0	0
ENSG00000250299.5_MRPS31P4	153	41	158
ENSG00000139675.11_HNRNPA1L2	572	215	491
ENSG00000273723.1_RP11-93H24.3	28	29	53
ENSG00000165416.14_SUGT1	1600	899	1407
ENSG00000136110.12_CNMD	0	0	3
ENSG00000211579.2_MIR759	0	0	0
ENSG00000150276.8_PPIAP26	0	0	0
ENSG00000136099.13_PCDH8	0	0	1
ENSG00000102837.6_OLFM4	83	14	17
ENSG00000237092.1_LINC01065	1	0	0
ENSG00000279325.1_RP11-24H2.3	0	0	0
ENSG00000225510.2_PCDH8P1	0	0	0
ENSG00000241613.3_RN7SL618P	0	0	0
ENSG00000273919.1_RP11-384G23.1	0	0	0
ENSG00000274316.1_ZNF646P1	0	0	0
ENSG00000261517.1_LINC00558	0	0	0
ENSG00000234787.7_LINC00458	0	0	0
ENSG00000271652.1_RP11-168P6.2	0	0	0
ENSG00000283126.1_MIR1297	0	0	0
ENSG00000136149.6_RPL13AP25	99	114	128
ENSG00000277047.4_RP11-108H9.1	0	0	0
ENSG00000278630.1_RP11-78L16.1	0	0	0
ENSG00000275071.1_uc_338	0	0	0
ENSG00000264387.1_MIR5007	0	0	0
ENSG00000274090.1_RP11-415G4.1	0	0	0
ENSG00000228611.2_HNF4GP1	0	0	0
ENSG00000228319.1_SPATA2P1	0	0	0
ENSG00000201665.1_RN7SKP6	0	0	0
ENSG00000204919.1_PRR20A	0	0	0
ENSG00000204918.3_PRR20B	0	0	0
ENSG00000229665.8_PRR20C	0	0	0
ENSG00000227151.4_PRR20D	0	0	0
ENSG00000234278.3_PRR20E	0	0	0
ENSG00000271140.1_PRR20FP	0	0	0
ENSG00000230009.1_MTCO2P3	0	0	0
ENSG00000234421.2_SLC25A5P4	0	0	0
ENSG00000225352.1_RPL31P53	0	0	0
ENSG00000118946.11_PCDH17	60	40	265
ENSG00000202422.1_RNA5SP30	3	0	0
ENSG00000277448.1_RP11-538C21.2	0	0	0
ENSG00000232954.2_LINC00374	0	0	0
ENSG00000276208.1_RP11-168J5.2	0	0	0
ENSG00000222733.1_RNY4P29	0	0	0
ENSG00000214335.3_CTAGE16P	0	0	0
ENSG00000223717.1_DNAJA1P1	0	0	0
ENSG00000214281.3_HMGN2P39	0	0	0
ENSG00000232647.1_POLR3KP1	0	0	0
ENSG00000271190.1_RPP40P2	0	0	0
ENSG00000239003.1_RNU7-88P	0	0	0
ENSG00000139734.17_DIAPH3	6	8	10
ENSG00000227528.5_DIAPH3-AS1	0	0	0
ENSG00000265745.2_RN7SL375P	0	0	0
ENSG00000223815.1_DIAPH3-AS2	0	0	0
ENSG00000202151.1_RNY4P28	0	0	0
ENSG00000227336.1_LINC00434	0	0	0
ENSG00000238213.1_TARDBPP2	1	0	0
ENSG00000277549.1_RP11-359P14.3	0	0	0
ENSG00000083544.13_TDRD3	713	587	550
ENSG00000223076.1_RNA5SP31	0	0	0
ENSG00000236608.1_EIF4A1P6	4	0	0
ENSG00000225249.5_LINC00378	0	0	0
ENSG00000279657.1_RP11-521H3.3	0	0	0
ENSG00000206854.1_RNY3P5	0	0	0
ENSG00000227510.3_LINC01442	0	0	0
ENSG00000266663.1_MIR3169	0	0	0
ENSG00000280165.1_PCDH20	153	8	962
ENSG00000279797.1_RP11-432J3.4	0	0	0
ENSG00000234033.1_RAC1P8	0	0	0
ENSG00000270856.1_RP11-429G17.2	0	0	0
ENSG00000229578.2_LINC00358	0	0	0
ENSG00000230142.2_LINC01075	0	0	0
ENSG00000227611.1_LINC01074	0	0	0
ENSG00000229307.1_LINC00459	0	0	0
ENSG00000232105.1_RPL32P28	0	0	0
ENSG00000276586.1_RP11-490P13.2	0	0	0
ENSG00000271465.1_SQSTM1P1	0	0	0
ENSG00000228669.1_LINC00448	0	0	0
ENSG00000273550.1_RP11-527N12.2	0	0	0
ENSG00000227564.2_LINC00376	0	0	0
ENSG00000231061.1_LINC00395	0	0	0
ENSG00000274052.1_OR7E156P	0	0	0
ENSG00000237378.2_RP11-473M10.3	0	0	0
ENSG00000202478.1_RNU6-81P	0	0	0
ENSG00000213232.2_PPP1R2P10	0	0	0
ENSG00000219926.10_RP11-394A14.2	1	0	4
ENSG00000278380.1_OR7E104P	0	0	0
ENSG00000272299.1_RP11-394A14.4	0	0	0
ENSG00000237849.1_NFYAP1	0	0	0
ENSG00000227674.1_LINC00355	0	0	0
ENSG00000214269.3_LGMNP1	8	5	4
ENSG00000214266.2_STARP1	0	0	0
ENSG00000236565.3_HNRNPA3P5	5	7	20
ENSG00000234767.1_LINC01052	0	0	0
ENSG00000263581.1_MIR548X2	0	0	0
ENSG00000263561.1_MIR4704	0	0	0
ENSG00000235737.1_TRIM60P19	2	0	0
ENSG00000184226.14_PCDH9	112	41	276
ENSG00000234527.1_PCDH9-AS1	0	0	0
ENSG00000238500.1_RNU7-87P	0	0	0
ENSG00000228842.3_PCDH9-AS2	0	0	0
ENSG00000225263.1_PCDH9-AS3	0	0	0
ENSG00000233840.1_PCDH9-AS4	0	0	0
ENSG00000214263.2_RPSAP53	0	1	2
ENSG00000230040.1_LINC00364	0	0	0
ENSG00000271287.1_BCRP9	0	0	0
ENSG00000227969.1_NPM1P22	0	0	0
ENSG00000231667.2_OR7E111P	0	0	0
ENSG00000226537.2_OR7E33P	0	0	0
ENSG00000234765.1_ELL2P3	0	0	0
ENSG00000229910.1_HNRNPA1P18	0	0	0
ENSG00000236433.1_RPL37P21	0	0	0
ENSG00000230405.1_RPS3AP52	0	0	0
ENSG00000229824.1_RPL12P34	0	0	0
ENSG00000243671.3_RN7SL761P	0	0	0
ENSG00000281778.1_LINC00550	0	0	0
ENSG00000280580.1_RP11-411G9.2	0	0	0
ENSG00000232380.1_ZDHHC20P4	1	3	1
ENSG00000225501.1_SNRPFP3	0	0	0
ENSG00000237534.1_LINC00383	0	0	0
ENSG00000235221.1_RP11-459J23.1	0	0	0
ENSG00000224640.1_SRSF1P1	0	0	0
ENSG00000150361.11_KLHL1	0	0	0
ENSG00000207495.1_RNY3P10	0	0	0
ENSG00000232314.1_PSMC1P13	0	0	0
ENSG00000230223.6_ATXN8OS	0	0	0
ENSG00000202433.1_RNU6-54P	0	0	0
ENSG00000276841.1_RP11-475F14.1	0	0	0
ENSG00000226554.1_MTCL1P1	0	0	0
ENSG00000226846.1_LINC00348	0	0	0
ENSG00000225801.1_RABEPKP1	0	0	0
ENSG00000276644.4_DACH1	156	304	39
ENSG00000236534.1_H3F3BP1	1	2	3
ENSG00000237816.1_RPL21P109	0	0	0
ENSG00000233460.1_RPL35AP31	1	0	0
ENSG00000232881.2_RPS10P21	0	0	0
ENSG00000212377.1_SNORD37	0	0	0
ENSG00000227952.2_RPL18AP17	0	0	0
ENSG00000251715.1_SNORA68	0	0	0
ENSG00000278113.1_uc_338	0	0	0
ENSG00000199282.1_SNORA9	0	0	0
ENSG00000226617.1_RPL21P110	0	1	0
ENSG00000206922.1_RNU6-80P	0	0	0
ENSG00000204899.5_MZT1	528	340	427
ENSG00000136122.15_BORA	112	19	66
ENSG00000083520.14_DIS3	2884	1528	3993
ENSG00000083535.15_PIBF1	718	376	731
ENSG00000199381.1_RNU6-79P	1	0	0
ENSG00000232041.1_PSMD10P3	0	0	0
ENSG00000102554.13_KLF5	2098	216	672
ENSG00000236972.2_FABP5P1	1	1	1
ENSG00000200267.1_RNU6-66P	0	0	0
ENSG00000201253.1_RNU4-10P	0	0	0
ENSG00000206697.1_RNY1P8	0	0	0
ENSG00000279754.1_RP11-309J13.1	0	0	0
ENSG00000229708.1_MARK2P12	0	0	0
ENSG00000224853.1_LINC00393	1	0	1
ENSG00000228295.1_LINC00392	0	0	0
ENSG00000118922.17_KLF12	773	373	1376
ENSG00000280348.1_RP11-552M6.1	0	0	0
ENSG00000279463.1_RP11-157H4.1	0	0	0
ENSG00000235532.1_LINC00402	4	7	4
ENSG00000206617.1_RNY1P5	0	0	0
ENSG00000232701.1_RPL21P108	0	0	0
ENSG00000177596.1_RP11-512C24.3	0	0	0
ENSG00000226240.1_LINC00381	0	0	0
ENSG00000236678.7_LINC00347	0	0	0
ENSG00000225944.1_RIOK3P1	0	0	0
ENSG00000206812.1_RNU6-38P	0	0	0
ENSG00000226665.1_SSR1P2	0	0	0
ENSG00000214249.3_CTAGE11P	10	1	0
ENSG00000223880.1_LINC01078	0	0	0
ENSG00000136111.12_TBC1D4	2327	7049	495
ENSG00000225203.2_RP11-182M20.2	0	0	0
ENSG00000188243.12_COMMD6	2293	643	3365
ENSG00000118939.17_UCHL3	368	680	281
ENSG00000261105.5_LMO7-AS1	290	19	78
ENSG00000136153.19_LMO7	2337	767	593
ENSG00000228444.2_RP11-173B14.4	24	3	24
ENSG00000230902.1_FAM204CP	0	0	0
ENSG00000178734.5_LMO7DN	21	0	12
ENSG00000223458.2_LMO7DN-IT1	0	0	0
ENSG00000261206.1_LINC00561	0	0	0
ENSG00000224933.2_LINC01034	0	0	0
ENSG00000243274.3_RN7SL571P	0	0	0
ENSG00000178695.5_KCTD12	5982	3153	4638
ENSG00000278727.1_AC000403.4	42	2	10
ENSG00000118903.6_BTF3P11	0	0	0
ENSG00000102794.9_ACOD1	0	3	0
ENSG00000233873.1_RPL7P44	1	0	4
ENSG00000228002.2_DHX9P1	3	2	0
ENSG00000102805.14_CLN5	1555	697	2420
ENSG00000005812.10_FBXL3	3679	1734	4307
ENSG00000236051.7_MYCBP2-AS1	46	65	56
ENSG00000274898.1_AC001226.7	13	13	5
ENSG00000005810.17_MYCBP2	9511	2512	8923
ENSG00000229521.2_MYCBP2-AS2	4	10	8
ENSG00000136155.16_SCEL	197	87	53
ENSG00000224347.6_SCEL-AS1	1	0	0
ENSG00000206800.1_RNY3P7	0	0	0
ENSG00000227922.1_SPTLC1P5	0	0	0
ENSG00000139737.21_SLAIN1	107	100	289
ENSG00000225579.1_EDNRB-AS1	0	0	0
ENSG00000136160.14_EDNRB	5967	1342	660
ENSG00000234377.7_RNF219-AS1	6	1	3
ENSG00000233379.1_RP11-318G21.4	0	0	0
ENSG00000243035.3_RN7SL810P	0	0	0
ENSG00000236133.1_LINC01069	0	0	0
ENSG00000229249.6_LINC00446	0	0	0
ENSG00000235625.1_RP11-203P2.2	0	0	0
ENSG00000271386.1_SRGNP1	0	0	0
ENSG00000200686.1_RNY3P3	0	0	0
ENSG00000229865.1_RPL31P54	0	0	0
ENSG00000224686.1_ELOCP23	0	0	0
ENSG00000271776.1_RP11-52L5.6	0	0	0
ENSG00000152192.7_POU4F1	3	20	3
ENSG00000152193.7_RNF219	430	229	316
ENSG00000237109.1_RPL21P111	0	0	0
ENSG00000225427.1_LINC00331	0	0	0
ENSG00000215357.2_HSPD1P8	1	0	0
ENSG00000230584.1_CCT5P2	2	2	2
ENSG00000236277.1_NIPA2P5	0	0	0
ENSG00000226670.1_BCAS2P3	0	0	0
ENSG00000139746.15_RBM26	3377	1585	3016
ENSG00000252496.1_RNA5SP33	0	0	0
ENSG00000227354.6_RBM26-AS1	185	59	139
ENSG00000232132.1_NDFIP2-AS1	0	0	0
ENSG00000102471.13_NDFIP2	936	1277	608
ENSG00000227676.3_LINC01068	1	0	0
ENSG00000229011.1_LINC01038	0	1	0
ENSG00000229175.1_LINC00382	0	0	0
ENSG00000281721.1_LINC01080	0	0	0
ENSG00000284196.1_RP11-470M1.2	4	1	0
ENSG00000136158.11_SPRY2	3640	1981	3303
ENSG00000202398.1_RNU6-61P	0	0	0
ENSG00000227862.1_HNRNPA1P31	0	0	0
ENSG00000226683.2_PWWP2AP1	3	0	1
ENSG00000231222.1_ARF4P4	0	2	0
ENSG00000229246.1_LINC00377	27	37	11
ENSG00000270415.1_DPPA3P3	2	2	0
ENSG00000260094.1_LINC00564	0	0	0
ENSG00000229309.2_RP11-452B18.2	0	0	0
ENSG00000222486.1_RNU6-77P	0	0	0
ENSG00000237148.1_HIGD1AP2	0	0	0
ENSG00000214182.5_PTMAP5	60	14	212
ENSG00000237099.1_GYG1P2	0	0	0
ENSG00000270400.1_RP11-464I4.1	0	0	0
ENSG00000222791.1_RNU6-67P	0	0	0
ENSG00000178235.7_SLITRK1	10	0	0
ENSG00000215037.2_VENTXP2	0	0	0
ENSG00000224188.1_UBE2D3P4	0	0	0
ENSG00000228597.1_MTND4P1	0	0	0
ENSG00000232447.1_MTND5P3	0	0	0
ENSG00000233349.1_LINC00333	0	0	0
ENSG00000226370.1_LINC00375	0	0	0
ENSG00000226317.2_LINC00351	0	0	0
ENSG00000184564.8_SLITRK6	54	0	8
ENSG00000278580.1_RP11-272M24.2	0	0	0
ENSG00000228241.1_MOB1AP1	1	0	0
ENSG00000232252.1_RP11-30L8.1	0	0	0
ENSG00000283371.1_ABC8-43014700C16.1	0	0	0
ENSG00000277914.1_DDX6P2	0	1	0
ENSG00000231879.1_TXNL1P1	0	0	0
ENSG00000233528.4_LINC00430	0	0	0
ENSG00000228074.1_UBBP5	0	0	0
ENSG00000228473.1_LIN28AP2	0	0	0
ENSG00000232636.2_RP11-342C20.2	0	0	0
ENSG00000228824.6_MIR4500HG	0	0	0
ENSG00000272515.1_RP11-29P20.1	2	0	0
ENSG00000266052.1_MIR4500	0	0	0
ENSG00000165300.7_SLITRK5	23	4	16
ENSG00000277640.1_RP11-471M2.4	0	0	0
ENSG00000223404.3_LINC00397	0	0	0
ENSG00000272046.1_RP11-471M2.3	0	0	0
ENSG00000232204.1_TET1P1	0	0	0
ENSG00000231019.1_RP11-545P6.2	0	0	0
ENSG00000225289.1_RPL29P29	0	0	0
ENSG00000229443.1_LINC00433	0	0	0
ENSG00000283130.1_RP11-360A9.3	0	0	0
ENSG00000261666.1_LINC00560	0	0	0
ENSG00000233211.2_GRPEL2P1	0	0	0
ENSG00000232225.6_LINC01047	0	0	0
ENSG00000227247.1_TRIM60P13	0	0	0
ENSG00000234660.1_LINC00440	0	0	0
ENSG00000225530.1_SP3P	0	0	0
ENSG00000226037.1_LINC01040	0	0	0
ENSG00000236176.2_LINC00353	0	0	0
ENSG00000271395.1_RP11-75N6.3	0	0	0
ENSG00000234227.1_RPL7L1P1	0	0	0
ENSG00000200733.1_SNORD38	0	0	0
ENSG00000215418.2_PEX12P1	0	0	0
ENSG00000261446.2_LINC00559	2	0	0
ENSG00000252696.1_RNA5SP34	0	0	0
ENSG00000235879.1_FAR1P1	0	0	0
ENSG00000224419.1_KRT18P27	0	0	0
ENSG00000234384.1_LINC01049	0	0	0
ENSG00000251753.1_RNU6-75P	0	0	0
ENSG00000231674.1_LINC00410	0	0	0
ENSG00000227983.1_BRK1P2	0	0	0
ENSG00000234625.1_LINC00380	0	0	0
ENSG00000229557.1_LINC00379	0	0	0
ENSG00000214178.3_PPIAP23	0	0	0
ENSG00000215417.12_MIR17HG	24	7	28
ENSG00000179399.14_GPC5	2	0	22
ENSG00000282864.1_RP11-487A2.1	0	0	0
ENSG00000282997.1_RP11-95C14.1	5	0	0
ENSG00000252508.1_RNU4ATAC3P	0	0	0
ENSG00000229287.1_FABP5P4	0	0	0
ENSG00000282865.1_RP11-306O1.2	0	0	2
ENSG00000232885.1_GPC5-AS2	0	0	0
ENSG00000283097.1_RP11-165N12.2	0	0	2
ENSG00000236240.1_GPC5-IT1	0	0	0
ENSG00000263741.1_MIR548AS	0	0	0
ENSG00000282993.1_RP11-118A1.2	0	0	0
ENSG00000235984.5_GPC5-AS1	0	0	0
ENSG00000232849.1_LINC00363	0	0	0
ENSG00000278177.1_RP11-632L2.2	4	1	11
ENSG00000183098.10_GPC6	308	8	953
ENSG00000235784.2_HNRNPA1P29	0	0	0
ENSG00000224394.1_GPC6-AS2	0	0	0
ENSG00000212559.1_RNA5SP35	0	0	0
ENSG00000236520.2_GPC6-AS1	0	0	0
ENSG00000080166.15_DCT	38	28	24
ENSG00000088451.10_TGDS	593	109	344
ENSG00000152749.7_GPR180	674	116	535
ENSG00000222129.1_RNA5SP36	0	0	0
ENSG00000274168.1_RN7SL585P	0	0	0
ENSG00000238230.1_LINC00391	0	0	1
ENSG00000125285.5_SOX21	5	0	2
ENSG00000227640.2_SOX21-AS1	17	2	0
ENSG00000235768.1_BRD7P5	7	2	0
ENSG00000237924.1_RPL21P112	0	0	0
ENSG00000260962.1_LINC00557	2	0	0
ENSG00000252335.1_RNU6-62P	0	0	0
ENSG00000125257.13_ABCC4	636	1183	335
ENSG00000223298.1_RNY3P8	0	15	1
ENSG00000200211.1_RNY4P27	0	0	0
ENSG00000271492.1_MEMO1P5	0	0	0
ENSG00000134873.9_CLDN10	270	0	8
ENSG00000223392.1_CLDN10-AS1	0	0	0
ENSG00000134874.17_DZIP1	969	179	1016
ENSG00000247400.3_DNAJC3-AS1	96	321	75
ENSG00000102580.14_DNAJC3	3783	1440	4266
ENSG00000229622.1_MTND5P2	0	0	0
ENSG00000227714.1_MTND6P18	1	0	0
ENSG00000232373.2_MTCYBP3	0	0	0
ENSG00000276809.1_RP11-10E18.7	8	87	25
ENSG00000102595.19_UGGT2	2366	576	2390
ENSG00000226977.1_HMGN1P24	0	2	1
ENSG00000185352.8_HS6ST3	487	1039	1140
ENSG00000242614.3_RN7SL164P	0	0	0
ENSG00000283487.1_MIR4501	0	0	0
ENSG00000233273.1_AMMECR1LP1	0	2	6
ENSG00000235137.2_HSP90AB6P	0	0	0
ENSG00000243300.2_LINC00359	20	1	6
ENSG00000234267.2_TULP3P1	1	0	0
ENSG00000272329.1_RP11-65L19.4	1	0	0
ENSG00000165621.8_OXGR1	128	4	32
ENSG00000233124.1_LINC00456	0	0	2
ENSG00000139793.18_MBNL2	2983	1324	2648
ENSG00000202290.1_RNA5SP37	11	2	2
ENSG00000125249.6_RAP2A	2039	584	1280
ENSG00000276573.1_RP11-128N14.5	6	0	2
ENSG00000276704.1_RP11-128N14.4	7	0	2
ENSG00000271625.1_PSMA6P4	0	0	0
ENSG00000226134.1_RP11-120E13.1	0	0	0
ENSG00000233291.1_RPL7AP61	0	0	0
ENSG00000270725.1_RP11-383H17.4	0	0	0
ENSG00000065150.18_IPO5	6847	14482	11325
ENSG00000232217.1_FTLP8	1	0	0
ENSG00000152767.16_FARP1	4122	425	2114
ENSG00000139797.7_RNF113B	0	2	2
ENSG00000222969.1_RN7SKP8	0	0	0
ENSG00000263399.1_MIR3170	0	0	0
ENSG00000269189.1_RP11-573N10.1	1	0	4
ENSG00000269599.1_RP11-261P24.2	0	0	0
ENSG00000231194.1_FARP1-AS1	0	0	0
ENSG00000102572.14_STK24	4793	1207	3496
ENSG00000271437.1_RP11-295B17.6	0	0	5
ENSG00000224418.1_STK24-AS1	22	30	16
ENSG00000217686.2_NUS1P4	0	0	0
ENSG00000233549.2_CYCSP35	1	0	0
ENSG00000233662.1_CALM2P4	0	0	2
ENSG00000243366.3_RN7SL60P	0	0	0
ENSG00000088386.16_SLC15A1	13	6	13
ENSG00000088387.18_DOCK9	6627	1699	3162
ENSG00000229918.1_DOCK9-AS1	0	0	0
ENSG00000275919.1_RP11-155N3.4	0	0	0
ENSG00000231981.3_RPL7L1P12	0	0	0
ENSG00000207298.1_RNU6-83P	0	0	0
ENSG00000260992.1_DOCK9-AS2	267	76	279
ENSG00000230871.1_RPS6P23	0	0	0
ENSG00000234005.3_GAPDHP22	0	0	0
ENSG00000228889.6_UBAC2-AS1	36	33	13
ENSG00000134882.15_UBAC2	2826	1944	2083
ENSG00000201793.1_RN7SKP9	0	0	0
ENSG00000218502.3_H2AFZP3	2	0	6
ENSG00000125245.12_GPR18	16	4	0
ENSG00000169508.6_GPR183	1289	53	1102
ENSG00000207719.1_MIR623	0	0	1
ENSG00000228808.1_HMGB3P4	4	6	3
ENSG00000238241.1_CCR12P	1	0	2
ENSG00000280734.2_LINC01232	38	6	13
ENSG00000280710.2_RP11-214F16.8	1	0	0
ENSG00000203441.2_LINC00449	0	0	2
ENSG00000125304.8_TM9SF2	5561	2463	3827
ENSG00000234168.2_LINC01039	0	0	0
ENSG00000234239.1_CFL1P8	0	0	0
ENSG00000125246.15_CLYBL	198	379	102
ENSG00000263615.1_MIR4306	0	0	0
ENSG00000227659.1_CLYBL-AS2	0	0	0
ENSG00000234303.2_CLYBL-AS1	0	0	0
ENSG00000201245.1_SNORA25	0	0	0
ENSG00000139800.8_ZIC5	6	2	0
ENSG00000043355.11_ZIC2	6	2	2
ENSG00000260738.1_LINC00554	0	0	0
ENSG00000225999.1_NDUFA12P1	0	0	0
ENSG00000236554.1_ASNSP3	0	1	0
ENSG00000274605.1_RP11-12G12.7	31	19	16
ENSG00000175198.15_PCCA	668	311	587
ENSG00000228501.2_RPL15P18	1	3	12
ENSG00000270632.1_RP11-340C20.3	0	0	0
ENSG00000234650.5_PCCA-AS1	0	2	3
ENSG00000134864.10_GGACT	170	62	53
ENSG00000224356.5_RP11-151A6.4	59	4	14
ENSG00000280169.1_RP11-151A6.6	16	0	5
ENSG00000234354.3_RPS26P47	4	2	2
ENSG00000125247.15_TMTC4	569	104	284
ENSG00000237082.1_COX5BP6	1	0	4
ENSG00000233009.1_NALCN-AS1	20	0	9
ENSG00000214051.3_ARF4P3	0	0	0
ENSG00000229599.1_LINC00411	0	0	0
ENSG00000102452.15_NALCN	448	19	324
ENSG00000198542.13_ITGBL1	3211	61	690
ENSG00000102466.15_FGF14	450	8	102
ENSG00000276012.1_RP11-397O8.7	14	1	5
ENSG00000201155.1_RNU1-24P	2	0	1
ENSG00000215399.2_HMGB3P7	229	8	33
ENSG00000265164.1_MIR2681	0	0	0
ENSG00000229975.1_LIPT1P1	4	0	0
ENSG00000201690.1_RNY1P2	0	0	0
ENSG00000264482.1_MIR4705	0	0	0
ENSG00000236860.1_RPL39P29	0	0	0
ENSG00000243319.7_FGF14-IT1	13	0	3
ENSG00000279702.1_RP11-347N5.3	0	0	0
ENSG00000234445.1_FGF14-AS1	2	0	0
ENSG00000272143.1_FGF14-AS2	128	114	30
ENSG00000261057.1_LINC00555	0	0	0
ENSG00000276957.1_RP11-29B2.6	18	8	18
ENSG00000134900.11_TPP2	5166	3111	4278
ENSG00000139780.7_METTL21C	0	14	0
ENSG00000175820.3_CCDC168	11	3	19
ENSG00000151287.16_TEX30	518	187	203
ENSG00000134901.12_KDELC1	262	22	93
ENSG00000134897.13_BIVM	582	252	316
ENSG00000134899.18_ERCC5	250	100	134
ENSG00000250878.3_METTL21EP	6	6	6
ENSG00000272542.1_RP11-255P5.2	1	0	1
ENSG00000278445.1_RP11-255P5.3	0	0	6
ENSG00000125255.6_SLC10A2	4	0	0
ENSG00000234551.1_LINC01309	0	0	0
ENSG00000230474.1_ATP6V1G1P7	0	0	0
ENSG00000225823.1_RPL7P45	0	1	0
